CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
LogisticModelTree;0.745;0.675;0.696;0.026;150;0.956;0.865;0.893;0.032;117
SVM_RBF[5.0];0.993;0.681;0.803;0.026;150;1.000;0.686;0.808;0.026;149
SVM_Poly[3,2.0,0.5];0.872;0.934;0.889;0.026;150;0.878;0.940;0.895;0.026;149
REPTree;0.678;0.623;0.638;0.026;150;0.877;0.806;0.826;0.032;116
RandomForest;0.991;0.884;0.929;0.026;150;0.998;0.890;0.935;0.026;149
RandomCommittee;0.953;0.905;0.923;0.026;150;0.966;0.917;0.936;0.026;148
SVM_Puk[1.0, 0.1];1.000;0.706;0.821;0.026;150;1.000;0.706;0.821;0.026;150
MultilayerPerceptron[a];0.914;0.832;0.864;0.026;150;0.958;0.873;0.906;0.027;143
J48;0.585;0.531;0.552;0.026;150;0.964;0.876;0.910;0.039;91


VALIDITY RATIO;(F)
min;0.001465
avg;0.026058
max;0.157227

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.7000000000000001];0.859;0.752;0.791;0.026;1350;0.957;0.838;0.881;0.028;1212

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Doorlopende reisverzekering;0.992;0.926;0.952;0.016;45;0.992;0.926;0.952;0.016;45
VOD feature model;0.994;0.910;0.944;0.016;45;0.994;0.910;0.944;0.016;45
Mauricio Alférez;0.795;0.667;0.715;0.005;45;0.941;0.789;0.846;0.005;38
test gv;0.994;0.923;0.953;0.032;45;0.994;0.923;0.953;0.032;45
SmartHome- Simplified Sample;0.797;0.671;0.721;0.005;45;0.969;0.816;0.877;0.005;37
SmartHome_vConejero_r1;0.498;0.415;0.433;0.001;45;0.862;0.718;0.749;0.001;26
MobileMedia;0.989;0.918;0.948;0.028;45;0.989;0.918;0.948;0.028;45
Phone;0.980;0.887;0.926;0.046;45;0.980;0.887;0.926;0.046;45
ordem;0.931;0.737;0.812;0.028;45;0.931;0.737;0.812;0.028;45
ETRobocon;0.999;0.929;0.958;0.059;45;0.999;0.929;0.958;0.059;45
AA;0.768;0.586;0.638;0.017;45;0.934;0.712;0.776;0.017;37
Prontuário Eletrônico de Pacientes;0.776;0.675;0.710;0.011;45;0.944;0.821;0.863;0.011;37
AvionFEatures;0.968;0.876;0.914;0.013;45;0.968;0.876;0.914;0.013;45
test_fm;0.811;0.726;0.756;0.002;45;0.961;0.860;0.895;0.002;38
CIMS PL;0.459;0.433;0.412;0.002;45;0.826;0.780;0.741;0.002;25
VODPlayer;0.951;0.893;0.913;0.048;45;0.951;0.893;0.913;0.048;45
isolation;0.722;0.597;0.636;0.004;45;0.902;0.747;0.795;0.004;36
Example Mobile Phone;0.940;0.784;0.844;0.015;45;0.940;0.784;0.844;0.015;45
E-portal;0.988;0.876;0.924;0.008;45;0.988;0.876;0.924;0.008;45
desordem;0.927;0.766;0.831;0.028;45;0.927;0.766;0.831;0.028;45
carpl;0.727;0.581;0.634;0.003;45;0.962;0.770;0.839;0.003;34
rtrt;0.981;0.899;0.930;0.020;45;0.981;0.899;0.930;0.020;45
Ökonomische Merkmale;0.983;0.908;0.940;0.024;45;0.983;0.908;0.940;0.024;45
Computer Selection;0.567;0.422;0.463;0.003;45;0.944;0.704;0.772;0.003;27
FeatureModel1;0.980;0.880;0.916;0.017;45;0.980;0.880;0.916;0.017;45
MyFM;0.872;0.706;0.769;0.020;45;0.934;0.756;0.824;0.020;42
Simnumero;0.589;0.474;0.517;0.009;45;0.883;0.711;0.775;0.009;30
Mobile Game;0.985;0.931;0.952;0.133;45;0.985;0.931;0.952;0.133;45
SAL;0.815;0.644;0.706;0.013;45;0.917;0.725;0.794;0.013;40
WebApp;0.998;0.931;0.959;0.157;45;0.998;0.931;0.959;0.157;45
