CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
LogisticModelTree;0.214;0.183;0.190;0.000;40;0.779;0.665;0.690;0.001;11
HoeffdingTree;0.010;0.096;0.013;0.000;40;0.019;0.174;0.023;0.000;22
SVM_Poly[3,2.0,0.5];0.343;0.296;0.306;0.000;40;0.489;0.423;0.437;0.001;28
REPTree;0.212;0.157;0.172;0.000;40;0.771;0.571;0.626;0.001;11
RandomForest;0.693;0.094;0.136;0.000;40;0.924;0.125;0.181;0.001;30
StochasticGradientDescend;0.000;0.000;0.000;0.000;40;0.000;0.000;0.000;0.000;0
RandomCommittee;0.437;0.185;0.248;0.000;40;0.564;0.239;0.320;0.001;31
NaiveBayesUpdateable;0.125;0.020;0.027;0.000;40;0.417;0.066;0.089;0.001;12
J48;0.182;0.169;0.175;0.000;40;0.910;0.844;0.873;0.001;8


VALIDITY RATIO;(F)
min;0.000001
avg;0.000431
max;0.002357

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.01];0.246;0.133;0.141;0.000;360;0.580;0.314;0.331;0.001;153

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Car Software System;0.158;0.018;0.025;0.000;18;0.474;0.053;0.075;0.000;6
ISA11/12_pgr;0.187;0.047;0.045;0.000;18;0.305;0.077;0.074;0.000;11
Linea de Experimentos;0.057;0.016;0.017;0.000;90;0.463;0.128;0.136;0.000;11
Jogo de Engenharia de Software;0.598;0.340;0.388;0.001;18;0.673;0.382;0.436;0.001;16
Scheduler;0.210;0.071;0.064;0.000;18;0.473;0.160;0.144;0.000;8
Small Graph Product Line;0.410;0.173;0.197;0.002;18;0.671;0.283;0.322;0.002;11
SoftwareClassification;0.236;0.093;0.082;0.000;18;0.530;0.209;0.184;0.000;8
Diagrama de Experimento;0.075;0.047;0.048;0.000;18;0.271;0.171;0.172;0.000;5
Mobile Applications Contents;0.633;0.520;0.552;0.001;18;0.760;0.624;0.662;0.001;15
Construtora;0.122;0.034;0.025;0.000;18;0.313;0.088;0.065;0.000;7
Fabrica de software;0.016;0.009;0.011;0.000;18;0.286;0.154;0.200;0.000;1
dfffffffffff;0.198;0.062;0.070;0.001;18;0.395;0.124;0.141;0.001;9
Requirements Proces Variability;0.132;0.050;0.012;0.000;18;0.395;0.151;0.036;0.000;6
VMS;0.723;0.440;0.500;0.001;18;0.868;0.528;0.600;0.001;15
Mobile Phone;0.168;0.042;0.034;0.000;18;0.377;0.095;0.075;0.000;8
Software-Product;0.778;0.641;0.677;0.000;18;0.875;0.721;0.762;0.000;16
