CLASSIFIER;SAMPLING;MODEL;TP;FP;FN;TN;PRECISION;RECALL;F-SCORE
SVM_Poly[3,2.0,0.5];Combinatorial[0];Eshop-ufrj;392;0;0;32376;1.000;1.000;1.000
RandomForest;Combinatorial[0];Eshop-ufrj;392;0;0;32376;1.000;1.000;1.000
RandomCommittee;Combinatorial[0];Eshop-ufrj;392;0;0;32376;1.000;1.000;1.000
REPTree;Combinatorial[0];Eshop-ufrj;392;88;0;32288;0.817;1.000;0.899
LogisticModelTree;Combinatorial[0];Eshop-ufrj;8;0;384;32376;1.000;0.020;0.040
MultilayerPerceptron;Combinatorial[0];Eshop-ufrj;384;0;8;32376;1.000;0.980;0.990
J48;Combinatorial[0];Eshop-ufrj;0;0;392;32376;NaN;0.000;NaN
SVM_Poly[3,2.0,0.5];Combinatorial[0];Tata Cars;100;0;0;32668;1.000;1.000;1.000
RandomForest;Combinatorial[0];Tata Cars;100;0;0;32668;1.000;1.000;1.000
RandomCommittee;Combinatorial[0];Tata Cars;100;32;0;32636;0.758;1.000;0.862
REPTree;Combinatorial[0];Tata Cars;48;0;52;32668;1.000;0.480;0.649
LogisticModelTree;Combinatorial[0];Tata Cars;68;32;32;32636;0.680;0.680;0.680
MultilayerPerceptron;Combinatorial[0];Tata Cars;96;0;4;32668;1.000;0.960;0.980
J48;Combinatorial[0];Tata Cars;96;64;4;32604;0.600;0.960;0.738
SVM_Poly[3,2.0,0.5];Combinatorial[0];Dummy Car;80;0;0;32688;1.000;1.000;1.000
RandomForest;Combinatorial[0];Dummy Car;80;0;0;32688;1.000;1.000;1.000
RandomCommittee;Combinatorial[0];Dummy Car;24;0;56;32688;1.000;0.300;0.462
REPTree;Combinatorial[0];Dummy Car;48;12;32;32676;0.800;0.600;0.686
LogisticModelTree;Combinatorial[0];Dummy Car;24;8;56;32680;0.750;0.300;0.429
MultilayerPerceptron;Combinatorial[0];Dummy Car;72;0;8;32688;1.000;0.900;0.947
J48;Combinatorial[0];Dummy Car;0;0;80;32688;NaN;0.000;NaN
SVM_Poly[3,2.0,0.5];Combinatorial[0];MiniTV;498;0;0;32270;1.000;1.000;1.000
