CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
IBk;1.000;0.951;0.974;0.008;60;1.000;0.951;0.974;0.008;60
SVM_Poly[3,2.0,0.5];1.000;0.982;0.990;0.008;60;1.000;0.982;0.990;0.008;60
PART;0.409;0.469;0.431;0.008;60;0.818;0.938;0.863;0.014;30
REPTree;0.292;0.166;0.194;0.008;60;0.972;0.554;0.645;0.024;18
RandomForest;0.998;0.969;0.983;0.008;60;0.998;0.969;0.983;0.008;60
RandomCommittee;0.986;0.879;0.921;0.008;60;0.986;0.879;0.921;0.008;60
JRip;0.614;0.500;0.522;0.008;60;0.877;0.714;0.746;0.012;42
J48;0.191;0.192;0.192;0.008;60;0.955;0.961;0.958;0.033;12


VALIDITY RATIO;(F)
min;0.000122
avg;0.008276
max;0.038940

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.9];0.686;0.639;0.651;0.008;480;0.963;0.896;0.914;0.011;342

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Parking lot Manager;0.600;0.578;0.588;0.002;48;0.960;0.925;0.941;0.002;30
SmartHome_vConejero_r1;0.573;0.563;0.549;0.001;48;0.917;0.900;0.878;0.001;30
Test;0.569;0.518;0.540;0.003;48;0.911;0.829;0.863;0.003;30
CIMS PL;0.500;0.500;0.500;0.001;48;1.000;1.000;1.000;0.001;24
mon model;0.750;0.495;0.546;0.006;48;1.000;0.660;0.728;0.006;36
CFDP Library;1.000;0.991;0.995;0.039;48;1.000;0.991;0.995;0.039;48
Text Editor;0.674;0.625;0.645;0.003;48;0.899;0.833;0.860;0.003;36
Phone sple;0.945;0.898;0.913;0.026;48;0.945;0.898;0.913;0.026;48
FM1;0.500;0.500;0.500;0.000;48;1.000;1.000;1.000;0.000;24
KIModel;0.750;0.719;0.734;0.001;48;1.000;0.958;0.978;0.001;36
