CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
LogisticModelTree;0.498;0.349;0.394;0.011;24;0.996;0.699;0.787;0.020;12
SVM_RBF[5.0];0.750;0.316;0.445;0.011;24;1.000;0.422;0.593;0.014;18
KStar;0.750;0.242;0.340;0.011;24;1.000;0.323;0.453;0.014;18
SVM_Puk[1.0, 0.1];0.750;0.295;0.423;0.011;24;1.000;0.394;0.564;0.014;18
MultilayerPerceptron[a];0.723;0.662;0.686;0.011;24;0.963;0.883;0.915;0.014;18


VALIDITY RATIO;(F)
min;0.000122
avg;0.010620
max;0.038940

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.4];0.694;0.373;0.457;0.011;120;0.992;0.533;0.653;0.015;84

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Parking lot Manager;0.800;0.388;0.510;0.002;30;1.000;0.484;0.638;0.002;24
CFDP Library;0.993;0.655;0.763;0.039;30;0.993;0.655;0.763;0.039;30
FM1;0.000;0.000;0.000;0.000;30;0.000;0.000;0.000;0.000;0
KIModel;0.983;0.450;0.557;0.001;30;0.983;0.450;0.557;0.001;30
