CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
RandomCommittee;0.973;0.949;0.958;0.020;900;0.976;0.952;0.961;0.020;897


VALIDITY RATIO;(F)
min;0.000244
avg;0.019775
max;0.250000

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.9];0.973;0.949;0.958;0.020;900;0.976;0.952;0.961;0.020;897

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
sasgd;1.000;0.990;0.995;0.020;5;1.000;0.990;0.995;0.020;5
Mobile phone;0.982;0.980;0.980;0.010;5;0.982;0.980;0.980;0.010;5
CCCMS;0.998;1.000;0.999;0.059;5;0.998;1.000;0.999;0.059;5
MyDental;1.000;1.000;1.000;0.010;5;1.000;1.000;1.000;0.010;5
Bicis_Feature_Model;0.938;0.900;0.915;0.006;5;0.938;0.900;0.915;0.006;5
Maquina de Cae;0.983;0.978;0.980;0.035;5;0.983;0.978;0.980;0.035;5
test gv;1.000;1.000;1.000;0.031;5;1.000;1.000;1.000;0.031;5
E-Shop, magister2014;0.956;0.911;0.931;0.018;5;0.956;0.911;0.931;0.018;5
E-shop;0.993;0.986;0.990;0.014;5;0.993;0.986;0.990;0.014;5
UPL;1.000;0.989;0.994;0.009;5;1.000;0.989;0.994;0.009;5
Hello World;1.000;0.966;0.982;0.034;5;1.000;0.966;0.982;0.034;5
Weather Station;0.959;0.950;0.954;0.021;5;0.959;0.950;0.954;0.021;5
LXEP;0.500;0.400;0.433;0.002;5;0.833;0.667;0.722;0.002;3
Xor Example;1.000;1.000;1.000;0.020;5;1.000;1.000;1.000;0.020;5
Implementacion;0.956;0.857;0.896;0.003;5;0.956;0.857;0.896;0.003;5
ordem;0.993;0.975;0.984;0.027;5;0.993;0.975;0.984;0.027;5
ID;1.000;1.000;1.000;0.000;5;1.000;1.000;1.000;0.000;5
Observatorio;0.978;0.875;0.915;0.004;5;0.978;0.875;0.915;0.004;5
eshop;0.980;0.956;0.966;0.009;5;0.980;0.956;0.966;0.009;5
AA;0.976;0.950;0.962;0.016;5;0.976;0.950;0.962;0.016;5
E-SHOP;0.935;0.900;0.911;0.008;5;0.935;0.900;0.911;0.008;5
Example Product Line Course Using SPLOT;0.987;0.943;0.963;0.014;5;0.987;0.943;0.963;0.014;5
AvionFEatures;1.000;0.950;0.974;0.012;5;1.000;0.950;0.974;0.012;5
search engine;0.975;0.938;0.955;0.008;5;0.975;0.938;0.955;0.008;5
NovoSiga;1.000;1.000;1.000;0.010;5;1.000;1.000;1.000;0.010;5
Disenio;0.960;0.950;0.949;0.004;5;0.960;0.950;0.949;0.004;5
CIMS PL;0.900;1.000;0.933;0.001;5;0.900;1.000;0.933;0.001;5
testing;0.998;1.000;0.999;0.125;5;0.998;1.000;0.999;0.125;5
Address Book;1.000;1.000;1.000;0.018;5;1.000;1.000;1.000;0.018;5
VODPlayer;1.000;1.000;1.000;0.047;5;1.000;1.000;1.000;0.047;5
isolation;0.900;1.000;0.943;0.003;5;0.900;1.000;0.943;0.003;5
Jogo;1.000;0.875;0.919;0.001;10;1.000;0.875;0.919;0.001;10
desordem;1.000;0.968;0.984;0.027;5;1.000;0.968;0.984;0.027;5
1;1.000;0.986;0.993;0.007;5;1.000;0.986;0.993;0.007;5
Mobile Phone GF;0.986;0.943;0.963;0.014;5;0.986;0.943;0.963;0.014;5
rtrt;1.000;0.990;0.995;0.020;5;1.000;0.990;0.995;0.020;5
Sylvain Example;0.971;0.943;0.955;0.004;10;0.971;0.943;0.955;0.004;10
MK Andes;1.000;0.900;0.933;0.004;5;1.000;0.900;0.933;0.004;5
Computer Selection;1.000;0.900;0.933;0.002;5;1.000;0.900;0.933;0.002;5
HandlingSystem;1.000;1.000;1.000;0.000;5;1.000;1.000;1.000;0.000;5
Modelo;1.000;0.950;0.971;0.004;5;1.000;0.950;0.971;0.004;5
JCS;0.998;0.985;0.992;0.023;5;0.998;0.985;0.992;0.023;5
MyFeatureModel;0.982;0.960;0.971;0.017;5;0.982;0.960;0.971;0.017;5
Mobile Game;0.997;1.000;0.999;0.132;5;0.997;1.000;0.999;0.132;5
votacao eletronica;0.971;0.971;0.971;0.007;5;0.971;0.971;0.971;0.007;5
Online Shop Feature Model;0.952;0.924;0.937;0.010;5;0.952;0.924;0.937;0.010;5
Website;1.000;1.000;1.000;0.031;5;1.000;1.000;1.000;0.031;5
Mobile Tourist Planner;0.978;0.929;0.952;0.027;5;0.978;0.929;0.952;0.027;5
