CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
IBk;0.986;0.841;0.903;0.023;150;0.999;0.852;0.916;0.023;148
PART;0.799;0.767;0.772;0.023;150;0.888;0.852;0.857;0.025;135
NaiveBayesUpdateable;0.334;0.147;0.179;0.023;150;0.850;0.375;0.455;0.043;59
JRip;0.679;0.711;0.682;0.023;150;0.822;0.860;0.825;0.026;124


VALIDITY RATIO;(F)
min;0.000977
avg;0.022526
max;0.131836

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.8];0.700;0.617;0.634;0.023;600;0.901;0.794;0.816;0.027;466

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Doorlopende reisverzekering;1.000;0.902;0.941;0.016;20;1.000;0.902;0.941;0.016;20
CCCMS;0.993;0.987;0.989;0.059;20;0.993;0.987;0.989;0.059;20
WB2;0.810;0.732;0.732;0.049;20;0.810;0.732;0.732;0.049;20
VOD feature model;1.000;0.869;0.909;0.016;20;1.000;0.869;0.909;0.016;20
Phone sple;0.672;0.615;0.634;0.026;20;0.896;0.820;0.845;0.026;15
Dummy Car;0.325;0.239;0.272;0.002;20;0.813;0.597;0.679;0.002;8
Asghar;0.683;0.673;0.648;0.016;20;0.854;0.842;0.810;0.016;16
Adams Car;0.577;0.496;0.527;0.007;20;0.825;0.709;0.753;0.007;14
UPL;0.696;0.597;0.639;0.009;20;0.928;0.796;0.851;0.009;15
SmartHome_vConejero_r1;0.500;0.575;0.517;0.001;20;0.833;0.958;0.861;0.001;12
Test;0.350;0.236;0.278;0.003;20;0.778;0.524;0.618;0.003;9
Phone;0.971;0.771;0.817;0.045;20;0.971;0.771;0.817;0.045;20
mon model;0.528;0.338;0.399;0.006;20;0.880;0.563;0.665;0.006;12
ordem;0.903;0.698;0.713;0.027;20;0.950;0.735;0.751;0.027;19
Text Editor;0.580;0.527;0.539;0.003;20;0.828;0.753;0.770;0.003;14
IntelligentTutoringSystem;0.994;0.753;0.806;0.021;20;0.994;0.753;0.806;0.021;20
ETRobocon;0.989;0.965;0.975;0.059;20;0.989;0.965;0.975;0.059;20
test_fm;0.750;0.700;0.721;0.002;20;1.000;0.933;0.962;0.002;15
AvionFEatures;0.613;0.613;0.595;0.012;20;0.818;0.817;0.793;0.012;15
CIMS PL;0.150;0.150;0.150;0.001;20;1.000;1.000;1.000;0.001;3
VODPlayer;0.671;0.680;0.664;0.047;20;0.671;0.680;0.664;0.047;20
desordem;0.904;0.710;0.722;0.027;20;0.952;0.747;0.760;0.027;19
E-portal;0.688;0.644;0.654;0.008;20;0.917;0.858;0.872;0.008;15
carpl;0.450;0.550;0.483;0.002;20;0.818;1.000;0.879;0.002;11
Ökonomische Merkmale;0.904;0.677;0.711;0.023;20;0.904;0.677;0.711;0.023;20
MyFM;0.513;0.361;0.414;0.019;20;0.789;0.555;0.637;0.019;13
Eshop-ufrj;0.656;0.549;0.594;0.012;20;0.936;0.784;0.849;0.012;14
MyFeatureModel;0.657;0.616;0.627;0.017;20;0.875;0.821;0.836;0.017;15
Mobile Game;0.968;0.886;0.914;0.132;20;0.968;0.886;0.914;0.132;20
SAL;0.498;0.392;0.435;0.012;20;0.830;0.653;0.724;0.012;12
