CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Hello World;0.452;0.423;0.423;0.034;35;0.586;0.548;0.548;0.034;27
Weather Station;0.391;0.316;0.331;0.021;35;0.622;0.502;0.526;0.021;22
LXEP;0.149;0.129;0.122;0.002;35;0.579;0.500;0.474;0.002;9
Xor Example;0.408;0.264;0.294;0.020;35;0.650;0.419;0.467;0.020;22
Implementacion;0.203;0.102;0.123;0.003;35;0.417;0.210;0.253;0.003;17
ordem;0.531;0.325;0.381;0.027;35;0.688;0.421;0.494;0.027;27
ID;0.032;0.086;0.044;0.000;35;0.375;1.000;0.519;0.000;3
Observatorio;0.239;0.204;0.181;0.004;35;0.441;0.375;0.333;0.004;19
eshop;0.248;0.194;0.193;0.009;35;0.483;0.377;0.376;0.009;18
AA;0.386;0.305;0.299;0.016;35;0.644;0.509;0.498;0.016;21
E-SHOP;0.218;0.168;0.166;0.008;35;0.546;0.420;0.415;0.008;14
Example Product Line Course Using SPLOT;0.312;0.224;0.216;0.014;35;0.520;0.374;0.359;0.014;21
AvionFEatures;0.345;0.267;0.280;0.012;35;0.604;0.467;0.489;0.012;20
search engine;0.489;0.349;0.383;0.008;35;0.659;0.470;0.515;0.008;26
NovoSiga;0.377;0.227;0.267;0.010;35;0.660;0.398;0.467;0.010;20
Disenio;0.125;0.100;0.096;0.004;35;0.438;0.350;0.336;0.004;10
CIMS PL;0.039;0.086;0.046;0.001;35;0.458;1.000;0.541;0.001;3
testing;0.997;0.997;0.997;0.125;35;0.997;0.997;0.997;0.125;35
Address Book;0.930;0.878;0.899;0.018;35;0.957;0.904;0.925;0.018;34
VODPlayer;0.552;0.526;0.518;0.047;35;0.715;0.681;0.671;0.047;27
isolation;0.146;0.143;0.117;0.003;35;0.510;0.500;0.409;0.003;10
Jogo;0.183;0.154;0.150;0.001;70;0.676;0.566;0.552;0.001;19
desordem;0.486;0.357;0.391;0.027;35;0.680;0.500;0.547;0.027;25
1;0.492;0.300;0.323;0.007;35;0.748;0.457;0.491;0.007;23
Mobile Phone GF;0.299;0.231;0.234;0.014;35;0.456;0.351;0.357;0.014;23
rtrt;0.636;0.490;0.507;0.020;35;0.856;0.660;0.682;0.020;26
Sylvain Example;0.287;0.172;0.176;0.004;70;0.543;0.326;0.333;0.004;37
MK Andes;0.204;0.193;0.177;0.004;35;0.595;0.563;0.517;0.004;12
Computer Selection;0.118;0.200;0.132;0.002;35;0.518;0.875;0.577;0.002;8
HandlingSystem;0.049;0.114;0.061;0.000;35;0.427;1.000;0.531;0.000;4
Modelo;0.144;0.129;0.111;0.004;35;0.421;0.375;0.324;0.004;12
JCS;0.574;0.413;0.464;0.023;35;0.744;0.535;0.602;0.023;27
MyFeatureModel;0.448;0.295;0.330;0.017;35;0.682;0.448;0.502;0.017;23
Mobile Game;0.899;0.892;0.891;0.132;35;0.899;0.892;0.891;0.132;35
votacao eletronica;0.280;0.212;0.204;0.007;35;0.653;0.495;0.477;0.007;15
Online Shop Feature Model;0.403;0.282;0.308;0.010;35;0.614;0.429;0.468;0.010;23
Website;1.000;0.998;0.999;0.031;35;1.000;0.998;0.999;0.031;35
Mobile Tourist Planner;0.514;0.410;0.426;0.027;35;0.720;0.574;0.596;0.027;25
VOD feature model;0.829;0.729;0.762;0.016;35;1.000;0.880;0.920;0.016;29
Mauricio Alférez;0.384;0.269;0.272;0.005;35;0.708;0.495;0.501;0.005;19
Asghar;0.512;0.388;0.416;0.016;35;0.664;0.502;0.539;0.016;27
Minimalistic PC Feature Model;0.129;0.193;0.137;0.004;35;0.376;0.563;0.399;0.004;12
MobileMedia;0.509;0.466;0.471;0.028;70;0.727;0.666;0.673;0.028;49
Rotary_Element;0.268;0.179;0.170;0.012;35;0.494;0.329;0.313;0.012;19
IntelligentTutoringSystem;0.793;0.731;0.750;0.021;35;0.817;0.753;0.772;0.021;34
Multiplicador de n matrices;0.263;0.160;0.156;0.004;35;0.460;0.281;0.273;0.004;20
ETRobocon;0.958;0.971;0.963;0.059;35;0.958;0.971;0.963;0.059;35
Telecommunication_System;0.250;0.119;0.139;0.004;35;0.438;0.208;0.243;0.004;20
a;0.549;0.352;0.405;0.010;35;0.801;0.513;0.591;0.010;24
Content model;0.693;0.581;0.621;0.022;35;0.809;0.678;0.725;0.022;30
AllSports Feature Model;0.464;0.440;0.436;0.023;35;0.706;0.670;0.664;0.023;23
Movil;0.366;0.237;0.254;0.007;35;0.583;0.377;0.405;0.007;22
asdsfa ewtwwe;0.330;0.248;0.259;0.006;35;0.550;0.413;0.432;0.006;21
ZMUConcernExample;0.282;0.239;0.229;0.004;35;0.493;0.419;0.400;0.004;20
aaaaaa;0.888;0.814;0.834;0.008;35;0.972;0.891;0.912;0.008;32
Feature Tree Example;0.244;0.207;0.183;0.008;35;0.474;0.403;0.356;0.008;18
FeatureModelName;0.259;0.171;0.180;0.002;35;0.567;0.375;0.395;0.002;16
Dental Surgery;0.088;0.171;0.111;0.002;35;0.386;0.750;0.486;0.002;8
E-portal;0.467;0.357;0.375;0.008;35;0.654;0.500;0.524;0.008;25
disenio II;0.766;0.639;0.657;0.029;35;0.812;0.678;0.697;0.029;33
Mobile Phone UPT;0.265;0.167;0.182;0.014;35;0.442;0.279;0.303;0.014;21
Test1;0.245;0.171;0.168;0.008;35;0.613;0.429;0.419;0.008;14
carpl;0.036;0.057;0.044;0.002;35;0.417;0.667;0.511;0.002;3
r;0.485;0.298;0.347;0.041;35;0.707;0.435;0.507;0.041;24
Nudelsalat;0.269;0.162;0.176;0.012;35;0.523;0.315;0.342;0.012;18
FeatureModel1;0.624;0.434;0.467;0.016;35;0.909;0.633;0.682;0.016;24
poker spl;0.372;0.226;0.243;0.010;35;0.592;0.359;0.387;0.010;22
Simnumero;0.238;0.171;0.167;0.008;35;0.439;0.316;0.308;0.008;19
abcdefg;0.202;0.157;0.153;0.006;35;0.543;0.423;0.412;0.006;13
Mobile-Phone;0.292;0.194;0.201;0.014;35;0.486;0.323;0.335;0.014;21
WebApp;0.998;0.981;0.989;0.156;35;0.998;0.981;0.989;0.156;35
Loja Virtual;0.733;0.721;0.717;0.027;35;0.801;0.789;0.784;0.027;32
This is a test;0.781;0.690;0.714;0.032;35;0.804;0.710;0.735;0.032;34
hhhhhhh;0.115;0.143;0.122;0.004;35;0.366;0.455;0.389;0.004;11
eLearning ways;0.976;0.925;0.949;0.097;35;0.976;0.925;0.949;0.097;35
Matrix chain multiplication;0.240;0.122;0.138;0.007;35;0.442;0.225;0.255;0.007;19
Phone sple;0.428;0.296;0.323;0.026;35;0.652;0.451;0.491;0.026;23
Final model;0.287;0.145;0.161;0.003;35;0.558;0.283;0.314;0.003;18
Manuel;0.242;0.181;0.187;0.009;35;0.498;0.373;0.385;0.009;17
FM with optional XOR;0.451;0.238;0.280;0.005;35;0.752;0.397;0.467;0.005;21
SmartHome- Simplified Sample;0.417;0.314;0.307;0.005;35;0.695;0.524;0.511;0.005;21
Mobile phone (lenita);0.308;0.194;0.211;0.014;35;0.514;0.323;0.352;0.014;21
SmartHome_vConejero_r1;0.066;0.157;0.087;0.001;35;0.288;0.688;0.379;0.001;8
Reservation;0.217;0.102;0.110;0.002;35;0.447;0.209;0.226;0.002;17
test 3;0.394;0.290;0.307;0.031;35;0.552;0.406;0.430;0.031;25
27-5-207 test;0.537;0.482;0.488;0.021;35;0.723;0.649;0.657;0.021;26
tab;0.403;0.307;0.312;0.004;35;0.614;0.467;0.475;0.004;23
Congress Assistant;0.453;0.317;0.353;0.012;35;0.661;0.463;0.515;0.012;24
Test;0.266;0.197;0.199;0.010;70;0.491;0.363;0.366;0.010;38
mon model;0.348;0.213;0.235;0.006;35;0.580;0.355;0.391;0.006;21
Xor Example 2;0.834;0.569;0.653;0.035;35;0.885;0.604;0.692;0.035;33
TEST_NAme;0.552;0.470;0.488;0.035;35;0.773;0.658;0.683;0.035;25
ABMS;0.960;0.902;0.928;0.060;35;0.960;0.902;0.928;0.060;35
Text Editor;0.289;0.190;0.192;0.003;35;0.532;0.349;0.354;0.003;19
XOR NEW;0.851;0.702;0.751;0.043;35;0.851;0.702;0.751;0.043;35
SimpleModel;0.292;0.213;0.222;0.012;35;0.486;0.355;0.370;0.012;21
Ubuntu;0.236;0.152;0.158;0.006;35;0.393;0.254;0.264;0.006;21
Prontuário Eletrônico de Pacientes;0.355;0.234;0.254;0.010;35;0.732;0.482;0.523;0.010;17
mo;0.797;0.762;0.770;0.029;35;0.872;0.834;0.843;0.029;32
test_fm;0.454;0.271;0.302;0.002;35;0.837;0.500;0.557;0.002;19
JDFM;0.288;0.194;0.197;0.010;35;0.479;0.324;0.329;0.010;21
Bandymas;0.532;0.373;0.419;0.018;35;0.810;0.568;0.638;0.018;23
Attempt of mine;0.909;0.851;0.872;0.032;35;0.909;0.851;0.872;0.032;35
ubuntu;0.323;0.254;0.265;0.009;35;0.539;0.423;0.441;0.009;21
Rotation1;0.339;0.166;0.185;0.005;35;0.660;0.322;0.361;0.005;18
Imolementacion II;0.078;0.105;0.077;0.001;35;0.302;0.407;0.298;0.001;9
Topology;0.266;0.196;0.197;0.004;35;0.466;0.344;0.344;0.004;20
Cellphone;0.239;0.178;0.176;0.007;35;0.418;0.311;0.308;0.007;20
TW SPL Hard Choices;0.258;0.193;0.191;0.001;35;0.694;0.519;0.514;0.001;13
Mobile Media v3;0.200;0.257;0.207;0.001;35;0.583;0.750;0.604;0.001;12
drupal sawsen;0.425;0.339;0.362;0.008;35;0.825;0.660;0.703;0.008;18
Example Mobile Phone;0.257;0.171;0.176;0.014;35;0.500;0.333;0.342;0.014;18
Basic Car;0.466;0.373;0.391;0.008;35;0.710;0.568;0.594;0.008;23
SPL Studies;0.526;0.412;0.442;0.061;35;0.682;0.533;0.573;0.061;27
testISA2012;0.273;0.214;0.196;0.014;35;0.504;0.395;0.360;0.014;19
Match engine;0.599;0.411;0.451;0.016;35;0.874;0.599;0.657;0.016;24
Cell-Phone-SPL-2014-without;0.415;0.321;0.338;0.047;35;0.605;0.468;0.494;0.047;24
Car;0.393;0.305;0.316;0.015;70;0.625;0.485;0.503;0.015;44
Content;0.580;0.455;0.492;0.017;70;0.713;0.558;0.605;0.017;57
mobile phone;0.362;0.285;0.295;0.025;35;0.576;0.453;0.469;0.025;22
MyFM;0.296;0.186;0.196;0.019;35;0.493;0.311;0.326;0.019;21
M-learning Requirements Catalog;0.982;0.926;0.952;0.034;35;0.982;0.926;0.952;0.034;35
Pruebas;0.245;0.127;0.143;0.002;35;0.535;0.277;0.313;0.002;16
Assistente de Compras;0.359;0.235;0.254;0.012;35;0.628;0.410;0.444;0.012;20
Mobile Phone;0.274;0.223;0.224;0.014;70;0.479;0.391;0.392;0.014;40
SAL;0.287;0.224;0.222;0.012;35;0.478;0.373;0.369;0.012;21
Doorlopende reisverzekering;0.999;0.973;0.982;0.016;35;0.999;0.973;0.982;0.016;35
Guad gmocht!;0.406;0.310;0.321;0.020;35;0.646;0.493;0.510;0.020;22
ROOT;0.980;0.965;0.971;0.047;35;0.980;0.965;0.971;0.047;35
UPT_RM_MOBILE;0.234;0.178;0.179;0.014;35;0.409;0.311;0.314;0.014;20
WB2;0.793;0.687;0.728;0.049;35;0.793;0.687;0.728;0.049;35
Mobile Phone UPT - 18413;0.289;0.194;0.208;0.014;35;0.482;0.323;0.346;0.014;21
SPL_e_commerce;0.638;0.489;0.537;0.027;35;0.770;0.591;0.648;0.027;29
Dummy Car;0.259;0.124;0.149;0.002;35;0.504;0.241;0.290;0.002;18
Adams Car;0.412;0.318;0.313;0.007;35;0.601;0.464;0.457;0.007;24
Analisis;0.133;0.138;0.118;0.003;35;0.388;0.403;0.343;0.003;12
anlisis II;0.383;0.280;0.288;0.027;35;0.582;0.425;0.439;0.027;23
Autosoft;0.841;0.796;0.809;0.087;70;0.853;0.808;0.821;0.087;69
PC model;0.293;0.186;0.201;0.009;35;0.512;0.325;0.352;0.009;20
ESCA Embeeded System;0.225;0.137;0.142;0.005;35;0.438;0.267;0.275;0.005;18
Telefono;0.185;0.143;0.121;0.007;35;0.405;0.313;0.264;0.007;16
Phone;0.691;0.576;0.610;0.045;35;0.780;0.651;0.688;0.045;31
celular;0.208;0.119;0.138;0.011;35;0.429;0.246;0.284;0.011;17
Match de foot;0.571;0.404;0.431;0.008;35;0.868;0.614;0.655;0.008;23
CarExample;0.140;0.124;0.118;0.001;35;0.489;0.433;0.414;0.001;10
Ooredoo;0.275;0.159;0.176;0.004;35;0.437;0.253;0.280;0.004;22
Eval_board;0.052;0.043;0.045;0.002;35;0.611;0.500;0.522;0.002;3
Sample;0.549;0.470;0.482;0.031;35;0.739;0.632;0.649;0.031;26
rotation;0.160;0.105;0.116;0.001;35;0.624;0.407;0.453;0.001;9
collapse_view_example;0.353;0.198;0.236;0.015;35;0.562;0.315;0.376;0.015;22
Sisgeo;1.000;0.996;0.998;0.063;35;1.000;0.996;0.998;0.063;35
gs;0.601;0.469;0.513;0.041;35;0.810;0.632;0.691;0.041;26
HDMR-Paper;0.219;0.180;0.179;0.002;35;0.383;0.314;0.314;0.002;20
jjjjj;0.354;0.244;0.273;0.018;35;0.620;0.428;0.478;0.018;20
Modelo de Característica para Entidades Urbanas;1.000;1.000;1.000;0.250;35;1.000;1.000;1.000;0.250;35
acarlos_trab2_mobile;0.250;0.222;0.211;0.014;35;0.416;0.371;0.352;0.014;21
Telefonia Celular;0.425;0.296;0.332;0.035;35;0.619;0.432;0.484;0.035;24
Ökonomische Merkmale;0.554;0.504;0.510;0.023;35;0.746;0.678;0.686;0.023;26
erewr;0.409;0.242;0.273;0.012;35;0.623;0.368;0.415;0.012;23
Webshop_SPLE2014_Chalmers;0.335;0.254;0.256;0.004;35;0.617;0.467;0.471;0.004;19
E-commerce system1;0.134;0.076;0.093;0.001;35;0.783;0.444;0.542;0.001;6
Eshop-ufrj;0.478;0.329;0.371;0.012;35;0.760;0.524;0.590;0.012;22
