CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
SVM_RBF[5.0];1.000;1.000;1.000;0.021;50;1.000;1.000;1.000;0.021;50
SVM_Puk[1.0, 0.1];0.980;0.980;0.980;0.021;50;1.000;1.000;1.000;0.022;49
Logistic;0.593;0.503;0.533;0.019;40;0.697;0.592;0.627;0.021;34


VALIDITY RATIO;(F)
min;0.000122
avg;0.020507
max;0.131836

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Combinatorial[0];0.876;0.851;0.859;0.021;140;0.923;0.896;0.905;0.021;133

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
CCCMS;1.000;1.000;1.000;0.059;3;1.000;1.000;1.000;0.059;3
Phone sple;1.000;1.000;1.000;0.026;2;1.000;1.000;1.000;0.026;2
UPL;0.958;0.926;0.941;0.009;3;0.958;0.926;0.941;0.009;3
SmartHome_vConejero_r1;1.000;1.000;1.000;0.001;3;1.000;1.000;1.000;0.001;3
Test;0.667;0.667;0.667;0.003;3;1.000;1.000;1.000;0.003;2
mon model;0.667;0.667;0.667;0.006;3;1.000;1.000;1.000;0.006;2
Veículo;0.667;0.667;0.667;0.010;3;0.667;0.667;0.667;0.010;3
CFDP Library;0.938;0.847;0.883;0.058;6;0.938;0.847;0.883;0.058;6
ordem;0.917;0.738;0.778;0.027;3;0.917;0.738;0.778;0.027;3
Text Editor;0.800;0.727;0.750;0.003;3;0.800;0.727;0.750;0.003;3
KIModel;0.917;0.833;0.867;0.001;3;0.917;0.833;0.867;0.001;3
test_fm;1.000;1.000;1.000;0.002;3;1.000;1.000;1.000;0.002;3
AvionFEatures;1.000;1.000;1.000;0.012;2;1.000;1.000;1.000;0.012;2
CIMS PL;1.000;1.000;1.000;0.001;2;1.000;1.000;1.000;0.001;2
VODPlayer;1.000;1.000;1.000;0.047;2;1.000;1.000;1.000;0.047;2
UML-IDE-TOOL;1.000;1.000;1.000;0.094;3;1.000;1.000;1.000;0.094;3
desordem;0.917;0.738;0.778;0.027;3;0.917;0.738;0.778;0.027;3
RE;1.000;1.000;1.000;0.012;3;1.000;1.000;1.000;0.012;3
Linha de produtos - SimulES e PnP;0.667;0.667;0.667;0.009;3;0.667;0.667;0.667;0.009;3
Car PL;0.667;0.667;0.667;0.005;3;0.667;0.667;0.667;0.005;3
MyFM;1.000;1.000;1.000;0.019;2;1.000;1.000;1.000;0.019;2
Aircraft PL;0.814;0.762;0.782;0.038;3;0.814;0.762;0.782;0.038;3
MyFeatureModel;0.667;0.667;0.667;0.017;3;1.000;1.000;1.000;0.017;2
Mobile Game;1.000;1.000;1.000;0.132;2;1.000;1.000;1.000;0.132;2
Mobile Phone, until relase 5;1.000;1.000;1.000;0.001;3;1.000;1.000;1.000;0.001;3
SAL;1.000;1.000;1.000;0.012;2;1.000;1.000;1.000;0.012;2
Doorlopende reisverzekering;1.000;1.000;1.000;0.016;3;1.000;1.000;1.000;0.016;3
WB2;0.886;0.763;0.801;0.049;3;0.886;0.763;0.801;0.049;3
VOD feature model;1.000;1.000;1.000;0.016;3;1.000;1.000;1.000;0.016;3
WB;0.923;0.846;0.877;0.039;3;0.923;0.846;0.877;0.039;3
FM1;0.667;0.667;0.667;0.000;3;1.000;1.000;1.000;0.000;2
Dummy Car;0.667;0.667;0.667;0.002;3;0.667;0.667;0.667;0.002;3
Asghar;0.885;0.885;0.885;0.016;3;0.885;0.885;0.885;0.016;3
Adams Car;0.667;0.667;0.667;0.007;3;1.000;1.000;1.000;0.007;2
Phone;1.000;1.000;1.000;0.045;2;1.000;1.000;1.000;0.045;2
Carro Model;0.667;0.667;0.667;0.002;3;1.000;1.000;1.000;0.002;2
MiniTV;0.990;1.000;0.995;0.015;3;0.990;1.000;0.995;0.015;3
IntelligentTutoringSystem;0.958;0.889;0.919;0.021;3;0.958;0.889;0.919;0.021;3
IDE4OCL;1.000;1.000;1.000;0.004;3;1.000;1.000;1.000;0.004;3
ETRobocon;1.000;1.000;1.000;0.059;3;1.000;1.000;1.000;0.059;3
Parking lot Manager;0.667;0.667;0.667;0.002;3;1.000;1.000;1.000;0.002;2
G10-music player;1.000;1.000;1.000;0.008;3;1.000;1.000;1.000;0.008;3
Tata Cars;0.667;0.667;0.667;0.003;3;0.667;0.667;0.667;0.003;3
E-portal;0.917;0.917;0.917;0.008;3;0.917;0.917;0.917;0.008;3
carpl;1.000;1.000;1.000;0.002;2;1.000;1.000;1.000;0.002;2
CTOS MODEL;0.833;0.778;0.800;0.001;3;0.833;0.778;0.800;0.001;3
Ökonomische Merkmale;1.000;1.000;1.000;0.023;2;1.000;1.000;1.000;0.023;2
ELPS - ISE;0.833;0.782;0.803;0.028;3;0.833;0.782;0.803;0.028;3
Eshop-ufrj;0.813;0.764;0.783;0.012;3;0.813;0.764;0.783;0.012;3
