CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
LogisticModelTree;0.342;0.291;0.302;0.021;670;0.745;0.636;0.659;0.033;307
SVM_Poly[3,2.0,0.5];0.640;0.620;0.609;0.021;670;0.681;0.660;0.649;0.022;629
REPTree;0.217;0.222;0.212;0.021;670;0.684;0.699;0.666;0.041;213
RandomForest;0.843;0.470;0.567;0.021;670;0.901;0.502;0.605;0.022;627
RandomCommittee;0.656;0.566;0.584;0.021;670;0.703;0.606;0.627;0.022;625
MultilayerPerceptron[a];0.619;0.615;0.594;0.021;670;0.662;0.657;0.634;0.022;627
J48;0.155;0.154;0.153;0.021;670;0.878;0.872;0.867;0.060;118


VALIDITY RATIO;(F)
min;0.000488
avg;0.021058
max;0.250000

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.30000000000000004];0.496;0.420;0.431;0.021;4690;0.739;0.626;0.643;0.026;3146

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
sasgd;0.737;0.601;0.642;0.020;35;0.890;0.726;0.775;0.020;29
Mobile phone;0.346;0.240;0.251;0.010;35;0.606;0.420;0.440;0.010;20
Bicis_Feature_Model;0.281;0.205;0.205;0.006;35;0.546;0.398;0.398;0.006;18
Maquina de Cae;0.485;0.421;0.445;0.035;35;0.771;0.669;0.708;0.035;22
test gv;1.000;0.940;0.962;0.031;35;1.000;0.940;0.962;0.031;35
E-Shop, magister2014;0.431;0.383;0.391;0.018;35;0.685;0.609;0.622;0.018;22
E-shop;0.554;0.439;0.478;0.014;35;0.775;0.615;0.669;0.014;25
UPL;0.596;0.429;0.467;0.009;35;0.803;0.577;0.629;0.009;26
Hello World;0.580;0.496;0.515;0.034;35;0.700;0.599;0.622;0.034;29
Weather Station;0.558;0.429;0.461;0.021;35;0.724;0.556;0.598;0.021;27
LXEP;0.148;0.129;0.121;0.002;35;0.577;0.500;0.470;0.002;9
Xor Example;0.507;0.330;0.382;0.020;35;0.806;0.525;0.608;0.020;22
Implementacion;0.241;0.192;0.197;0.003;35;0.496;0.395;0.406;0.003;17
ordem;0.595;0.396;0.449;0.027;35;0.801;0.533;0.604;0.027;26
Observatorio;0.328;0.246;0.258;0.004;35;0.604;0.454;0.475;0.004;19
eshop;0.376;0.270;0.300;0.009;35;0.658;0.472;0.526;0.009;20
AA;0.480;0.361;0.375;0.016;35;0.700;0.526;0.547;0.016;24
E-SHOP;0.391;0.296;0.315;0.008;35;0.622;0.472;0.501;0.008;22
Example Product Line Course Using SPLOT;0.373;0.249;0.267;0.014;35;0.567;0.379;0.406;0.014;23
AvionFEatures;0.416;0.310;0.329;0.012;35;0.662;0.492;0.523;0.012;22
NovoSiga;0.495;0.370;0.403;0.010;35;0.753;0.563;0.613;0.010;23
Disenio;0.201;0.214;0.188;0.004;35;0.468;0.500;0.439;0.004;15
CIMS PL;0.188;0.286;0.210;0.001;35;0.658;1.000;0.737;0.001;10
testing;0.997;0.998;0.997;0.125;35;0.997;0.998;0.997;0.125;35
VODPlayer;0.708;0.675;0.683;0.047;35;0.800;0.762;0.771;0.047;31
isolation;0.226;0.210;0.181;0.003;35;0.659;0.611;0.527;0.003;12
Jogo;0.393;0.300;0.318;0.002;35;0.809;0.618;0.655;0.002;17
desordem;0.601;0.455;0.498;0.027;35;0.751;0.568;0.622;0.027;28
1;0.636;0.529;0.544;0.007;35;0.857;0.712;0.733;0.007;26
Mobile Phone GF;0.393;0.345;0.352;0.014;35;0.625;0.549;0.560;0.014;22
rtrt;0.665;0.590;0.610;0.020;35;0.895;0.794;0.822;0.020;26
Sylvain Example;0.384;0.257;0.282;0.005;35;0.611;0.409;0.448;0.005;22
MK Andes;0.346;0.350;0.315;0.004;35;0.637;0.645;0.580;0.004;19
Computer Selection;0.168;0.186;0.160;0.002;35;0.652;0.722;0.622;0.002;9
HandlingSystem;0.124;0.171;0.138;0.000;35;0.722;1.000;0.806;0.000;6
Modelo;0.224;0.200;0.181;0.004;35;0.603;0.538;0.487;0.004;13
MyFeatureModel;0.531;0.373;0.424;0.017;35;0.744;0.522;0.593;0.017;25
Mobile Game;0.928;0.962;0.943;0.132;35;0.928;0.962;0.943;0.132;35
votacao eletronica;0.448;0.298;0.315;0.007;35;0.826;0.549;0.581;0.007;19
Website;1.000;0.991;0.995;0.031;35;1.000;0.991;0.995;0.031;35
Mobile Tourist Planner;0.521;0.488;0.494;0.027;35;0.760;0.711;0.720;0.027;24
VOD feature model;0.957;0.946;0.951;0.016;35;0.985;0.974;0.979;0.016;34
Mauricio Alférez;0.558;0.440;0.461;0.005;35;0.813;0.642;0.673;0.005;24
Asghar;0.579;0.500;0.526;0.016;35;0.723;0.625;0.657;0.016;28
Minimalistic PC Feature Model;0.286;0.271;0.233;0.004;35;0.589;0.559;0.479;0.004;17
MobileMedia;0.673;0.651;0.651;0.028;70;0.812;0.786;0.785;0.028;58
Rotary_Element;0.359;0.245;0.264;0.012;35;0.628;0.429;0.462;0.012;20
ETRobocon;0.969;0.987;0.978;0.059;35;0.969;0.987;0.978;0.059;35
AllSports Feature Model;0.725;0.606;0.641;0.023;35;0.818;0.684;0.723;0.023;31
asdsfa ewtwwe;0.417;0.302;0.329;0.006;35;0.663;0.481;0.523;0.006;22
ZMUConcernExample;0.452;0.332;0.354;0.004;35;0.754;0.554;0.591;0.004;21
Feature Tree Example;0.387;0.261;0.282;0.008;35;0.676;0.456;0.493;0.008;20
Dental Surgery;0.134;0.200;0.148;0.002;35;0.585;0.875;0.646;0.002;8
E-portal;0.587;0.388;0.433;0.008;35;0.790;0.522;0.583;0.008;26
disenio II;0.787;0.740;0.753;0.029;35;0.889;0.835;0.850;0.029;31
Mobile Phone UPT;0.356;0.251;0.253;0.014;35;0.541;0.382;0.384;0.014;23
Test1;0.353;0.286;0.286;0.008;35;0.651;0.526;0.527;0.008;19
carpl;0.211;0.286;0.223;0.002;35;0.616;0.833;0.649;0.002;12
r;0.564;0.400;0.450;0.041;35;0.858;0.609;0.684;0.041;23
Nudelsalat;0.375;0.279;0.287;0.012;35;0.570;0.424;0.437;0.012;23
FeatureModel1;0.762;0.718;0.730;0.016;35;0.988;0.931;0.946;0.016;27
poker spl;0.434;0.322;0.347;0.010;35;0.607;0.451;0.486;0.010;25
Simnumero;0.345;0.196;0.226;0.008;35;0.604;0.344;0.396;0.008;20
abcdefg;0.284;0.267;0.256;0.006;35;0.522;0.491;0.471;0.006;19
Mobile-Phone;0.355;0.280;0.289;0.014;35;0.517;0.408;0.422;0.014;24
WebApp;1.000;0.998;0.999;0.156;35;1.000;0.998;0.999;0.156;35
Loja Virtual;0.831;0.788;0.800;0.027;35;0.855;0.811;0.824;0.027;34
hhhhhhh;0.327;0.264;0.237;0.004;35;0.636;0.514;0.461;0.004;18
Matrix chain multiplication;0.308;0.187;0.206;0.007;35;0.539;0.327;0.361;0.007;20
Phone sple;0.538;0.376;0.422;0.026;35;0.785;0.548;0.616;0.026;24
Manuel;0.345;0.276;0.287;0.009;35;0.575;0.460;0.478;0.009;21
SmartHome- Simplified Sample;0.544;0.423;0.443;0.005;35;0.794;0.617;0.646;0.005;24
Mobile phone (lenita);0.327;0.265;0.276;0.014;35;0.521;0.422;0.439;0.014;22
SmartHome_vConejero_r1;0.263;0.257;0.240;0.001;35;0.708;0.692;0.646;0.001;13
test 3;0.423;0.352;0.361;0.031;35;0.673;0.560;0.575;0.031;22
27-5-207 test;0.606;0.563;0.574;0.021;35;0.816;0.758;0.773;0.021;26
Test;0.346;0.262;0.270;0.010;70;0.550;0.417;0.430;0.010;44
Xor Example 2;0.952;0.760;0.836;0.035;35;0.952;0.760;0.836;0.035;35
TEST_NAme;0.586;0.505;0.533;0.035;35;0.821;0.707;0.746;0.035;25
XOR NEW;0.928;0.832;0.868;0.043;35;0.928;0.832;0.868;0.043;35
SimpleModel;0.410;0.275;0.309;0.012;35;0.683;0.458;0.515;0.012;21
Ubuntu;0.255;0.186;0.197;0.006;35;0.471;0.342;0.362;0.006;19
Prontuário Eletrônico de Pacientes;0.484;0.403;0.416;0.010;35;0.847;0.705;0.727;0.010;20
mo;0.930;0.861;0.887;0.029;35;0.930;0.861;0.887;0.029;35
JDFM;0.337;0.270;0.286;0.010;35;0.562;0.450;0.477;0.010;21
Bandymas;0.595;0.505;0.521;0.018;35;0.801;0.679;0.701;0.018;26
ubuntu;0.455;0.389;0.393;0.009;35;0.663;0.567;0.574;0.009;24
Rotation1;0.502;0.414;0.413;0.005;35;0.764;0.630;0.629;0.005;23
Imolementacion II;0.244;0.219;0.198;0.001;35;0.533;0.479;0.432;0.001;16
Cellphone;0.292;0.196;0.211;0.007;35;0.511;0.343;0.369;0.007;20
Mobile Media v3;0.177;0.229;0.187;0.001;35;0.562;0.727;0.595;0.001;11
drupal sawsen;0.557;0.496;0.504;0.008;35;0.848;0.755;0.767;0.008;23
Example Mobile Phone;0.330;0.267;0.276;0.014;35;0.577;0.468;0.482;0.014;20
Basic Car;0.610;0.420;0.461;0.008;35;0.854;0.588;0.646;0.008;25
SPL Studies;0.707;0.536;0.586;0.061;35;0.798;0.605;0.662;0.061;31
testISA2012;0.351;0.241;0.267;0.014;35;0.585;0.401;0.444;0.014;21
Match engine;0.797;0.666;0.708;0.016;35;0.962;0.804;0.854;0.016;29
Cell-Phone-SPL-2014-without;0.527;0.449;0.464;0.047;35;0.709;0.605;0.625;0.047;26
Car;0.465;0.429;0.418;0.015;70;0.664;0.612;0.597;0.015;49
mobile phone;0.470;0.353;0.380;0.025;35;0.633;0.475;0.511;0.025;26
MyFM;0.321;0.244;0.258;0.019;35;0.562;0.426;0.451;0.019;20
Assistente de Compras;0.454;0.343;0.373;0.012;35;0.723;0.545;0.593;0.012;22
Mobile Phone;0.402;0.315;0.331;0.014;70;0.574;0.450;0.474;0.014;49
SAL;0.354;0.281;0.285;0.012;35;0.651;0.518;0.526;0.012;19
Guad gmocht!;0.586;0.511;0.523;0.020;35;0.733;0.639;0.654;0.020;28
ROOT;0.995;0.992;0.993;0.047;35;0.995;0.992;0.993;0.047;35
UPT_RM_MOBILE;0.340;0.245;0.258;0.014;35;0.518;0.373;0.393;0.014;23
Mobile Phone UPT - 18413;0.343;0.271;0.280;0.014;35;0.601;0.475;0.490;0.014;20
SPL_e_commerce;0.670;0.622;0.633;0.027;35;0.782;0.726;0.739;0.027;30
Analisis;0.294;0.171;0.181;0.003;35;0.571;0.333;0.351;0.003;18
anlisis II;0.524;0.392;0.433;0.027;35;0.680;0.508;0.562;0.027;27
Autosoft;0.862;0.830;0.842;0.087;70;0.914;0.880;0.893;0.089;66
PC model;0.469;0.260;0.318;0.009;35;0.747;0.414;0.506;0.009;22
ESCA Embeeded System;0.269;0.157;0.170;0.005;35;0.470;0.275;0.297;0.005;20
Telefono;0.289;0.208;0.218;0.007;35;0.505;0.364;0.381;0.007;20
Phone;0.791;0.776;0.774;0.045;35;0.791;0.776;0.774;0.045;35
celular;0.261;0.197;0.204;0.011;35;0.481;0.364;0.377;0.011;19
Match de foot;0.742;0.616;0.654;0.008;35;0.962;0.799;0.848;0.008;27
CarExample;0.242;0.200;0.200;0.001;35;0.566;0.467;0.467;0.001;15
Eval_board;0.187;0.229;0.188;0.002;35;0.503;0.615;0.506;0.002;13
Sample;0.649;0.682;0.650;0.031;35;0.784;0.823;0.785;0.031;29
collapse_view_example;0.437;0.261;0.312;0.015;35;0.664;0.397;0.475;0.015;23
jjjjj;0.461;0.360;0.388;0.018;35;0.672;0.525;0.565;0.018;24
Modelo de Característica para Entidades Urbanas;1.000;1.000;1.000;0.250;35;1.000;1.000;1.000;0.250;35
acarlos_trab2_mobile;0.369;0.259;0.278;0.014;35;0.615;0.432;0.464;0.014;21
Telefonia Celular;0.456;0.358;0.382;0.035;35;0.665;0.522;0.557;0.035;24
Ökonomische Merkmale;0.660;0.611;0.616;0.023;35;0.770;0.713;0.719;0.023;30
erewr;0.517;0.369;0.403;0.012;35;0.696;0.497;0.542;0.012;26
Webshop_SPLE2014_Chalmers;0.441;0.314;0.334;0.004;35;0.672;0.478;0.508;0.004;23
