CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
SVM_RBF[5.0];1.000;0.909;0.951;0.022;200;1.000;0.909;0.951;0.022;200
SVM_Puk[1.0, 0.1];0.975;0.887;0.927;0.022;200;1.000;0.910;0.951;0.022;195
Logistic;0.589;0.511;0.523;0.022;200;0.685;0.595;0.608;0.024;172


VALIDITY RATIO;(F)
min;0.000122
avg;0.021625
max;0.131836

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.9];0.855;0.769;0.800;0.022;600;0.904;0.814;0.847;0.023;567

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Doorlopende reisverzekering;1.000;0.934;0.965;0.016;15;1.000;0.934;0.965;0.016;15
CCCMS;1.000;0.933;0.964;0.059;15;1.000;0.933;0.964;0.059;15
WB2;0.886;0.699;0.767;0.049;15;0.886;0.699;0.767;0.049;15
VOD feature model;1.000;0.927;0.961;0.016;15;1.000;0.927;0.961;0.016;15
Phone sple;0.956;0.659;0.712;0.026;15;0.956;0.659;0.712;0.026;15
FM1;0.422;0.533;0.456;0.000;15;0.792;1.000;0.854;0.000;8
Dummy Car;0.667;0.578;0.617;0.002;15;0.667;0.578;0.617;0.002;15
Asghar;0.899;0.808;0.850;0.016;15;0.899;0.808;0.850;0.016;15
Adams Car;0.667;0.617;0.640;0.007;15;1.000;0.925;0.961;0.007;10
UPL;0.955;0.844;0.896;0.009;15;0.955;0.844;0.896;0.009;15
SmartHome_vConejero_r1;1.000;0.967;0.978;0.001;15;1.000;0.967;0.978;0.001;15
Test;0.667;0.571;0.612;0.003;15;0.909;0.779;0.834;0.003;11
Phone;0.947;0.865;0.903;0.045;15;0.947;0.865;0.903;0.045;15
mon model;0.667;0.594;0.628;0.006;15;1.000;0.892;0.942;0.006;10
Veículo;0.667;0.600;0.631;0.010;15;0.667;0.600;0.631;0.010;15
CFDP Library;0.918;0.793;0.849;0.058;30;0.918;0.793;0.849;0.058;30
ordem;0.947;0.675;0.747;0.027;15;0.947;0.675;0.747;0.027;15
Text Editor;0.838;0.703;0.755;0.003;15;0.838;0.703;0.755;0.003;15
IntelligentTutoringSystem;0.942;0.844;0.890;0.021;15;0.942;0.844;0.890;0.021;15
KIModel;0.863;0.772;0.813;0.001;15;0.863;0.772;0.813;0.001;15
ETRobocon;1.000;0.938;0.968;0.059;15;1.000;0.938;0.968;0.059;15
Parking lot Manager;0.744;0.621;0.660;0.002;15;0.931;0.776;0.826;0.002;12
test_fm;1.000;0.983;0.991;0.002;15;1.000;0.983;0.991;0.002;15
AvionFEatures;0.901;0.839;0.867;0.012;15;0.901;0.839;0.867;0.012;15
CIMS PL;0.783;0.933;0.827;0.001;15;0.839;1.000;0.886;0.001;14
G10-music player;0.999;0.930;0.963;0.008;15;0.999;0.930;0.963;0.008;15
Tata Cars;0.667;0.614;0.639;0.003;15;0.667;0.614;0.639;0.003;15
VODPlayer;0.872;0.797;0.831;0.047;15;0.872;0.797;0.831;0.047;15
desordem;0.959;0.664;0.742;0.027;15;0.959;0.664;0.742;0.027;15
E-portal;0.919;0.838;0.874;0.008;15;0.919;0.838;0.874;0.008;15
carpl;1.000;0.967;0.978;0.002;15;1.000;0.967;0.978;0.002;15
RE;1.000;0.940;0.968;0.012;15;1.000;0.940;0.968;0.012;15
Ökonomische Merkmale;0.958;0.911;0.933;0.023;15;0.958;0.911;0.933;0.023;15
MyFM;0.667;0.600;0.631;0.019;15;0.667;0.600;0.631;0.019;15
Aircraft PL;0.804;0.688;0.738;0.038;15;0.804;0.688;0.738;0.038;15
Eshop-ufrj;0.806;0.683;0.735;0.012;15;0.806;0.683;0.735;0.012;15
MyFeatureModel;0.667;0.613;0.639;0.017;15;1.000;0.920;0.958;0.017;10
Mobile Game;0.939;0.891;0.913;0.132;15;0.939;0.891;0.913;0.132;15
SAL;0.680;0.606;0.638;0.012;15;0.850;0.757;0.798;0.012;12
