CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
IBk;0.912;0.642;0.739;0.022;200;0.955;0.673;0.774;0.023;191
PART;0.690;0.679;0.673;0.022;200;0.817;0.803;0.797;0.025;169
NaiveBayesUpdateable;0.375;0.127;0.173;0.022;200;0.781;0.265;0.360;0.037;96
JRip;0.611;0.654;0.619;0.022;200;0.741;0.793;0.751;0.025;165


VALIDITY RATIO;(F)
min;0.000122
avg;0.021625
max;0.131836

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[0.5];0.647;0.526;0.551;0.022;800;0.833;0.677;0.710;0.026;621

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Doorlopende reisverzekering;0.999;0.786;0.846;0.016;20;0.999;0.786;0.846;0.016;20
CCCMS;0.984;0.947;0.963;0.059;20;0.984;0.947;0.963;0.059;20
WB2;0.780;0.670;0.686;0.049;20;0.780;0.670;0.686;0.049;20
VOD feature model;0.985;0.778;0.834;0.016;20;0.985;0.778;0.834;0.016;20
Phone sple;0.754;0.500;0.562;0.026;20;0.887;0.588;0.661;0.026;17
FM1;0.050;0.050;0.050;0.000;20;1.000;1.000;1.000;0.000;1
Dummy Car;0.271;0.189;0.216;0.002;20;0.677;0.472;0.540;0.002;8
Asghar;0.623;0.519;0.539;0.016;20;0.779;0.648;0.673;0.016;16
Adams Car;0.526;0.411;0.443;0.007;20;0.752;0.587;0.634;0.007;14
UPL;0.766;0.553;0.597;0.009;20;0.901;0.650;0.703;0.009;17
SmartHome_vConejero_r1;0.225;0.275;0.223;0.001;20;0.750;0.917;0.744;0.001;6
Test;0.300;0.186;0.208;0.003;20;0.750;0.464;0.520;0.003;8
Phone;0.904;0.754;0.783;0.045;20;0.904;0.754;0.783;0.045;20
mon model;0.456;0.304;0.346;0.006;20;0.760;0.507;0.576;0.006;12
Veículo;0.593;0.503;0.526;0.010;20;0.625;0.529;0.554;0.010;19
CFDP Library;0.987;0.768;0.821;0.058;40;0.987;0.768;0.821;0.058;40
ordem;0.840;0.607;0.639;0.027;20;0.884;0.639;0.673;0.027;19
Text Editor;0.448;0.364;0.381;0.003;20;0.640;0.519;0.545;0.003;14
IntelligentTutoringSystem;0.942;0.726;0.780;0.021;20;0.942;0.726;0.780;0.021;20
KIModel;0.494;0.442;0.434;0.001;20;0.760;0.679;0.668;0.001;13
ETRobocon;0.969;0.916;0.935;0.059;20;0.969;0.916;0.935;0.059;20
Parking lot Manager;0.486;0.328;0.377;0.002;20;0.648;0.438;0.502;0.002;15
test_fm;0.625;0.506;0.541;0.002;20;0.962;0.779;0.833;0.002;13
AvionFEatures;0.568;0.450;0.462;0.012;20;0.710;0.563;0.577;0.012;16
CIMS PL;0.125;0.150;0.133;0.001;20;0.833;1.000;0.889;0.001;3
G10-music player;0.985;0.774;0.831;0.008;20;0.985;0.774;0.831;0.008;20
Tata Cars;0.477;0.383;0.405;0.003;20;0.636;0.511;0.540;0.003;15
VODPlayer;0.632;0.559;0.571;0.047;20;0.632;0.559;0.571;0.047;20
desordem;0.783;0.609;0.629;0.027;20;0.870;0.677;0.698;0.027;18
E-portal;0.577;0.525;0.526;0.008;20;0.769;0.700;0.701;0.008;15
carpl;0.200;0.250;0.190;0.002;20;0.667;0.833;0.633;0.002;6
RE;0.999;0.779;0.848;0.012;20;0.999;0.779;0.848;0.012;20
Ökonomische Merkmale;0.798;0.606;0.639;0.023;20;0.798;0.606;0.639;0.023;20
MyFM;0.383;0.234;0.277;0.019;20;0.589;0.360;0.426;0.019;13
Aircraft PL;0.707;0.680;0.688;0.038;20;0.707;0.680;0.688;0.038;20
Eshop-ufrj;0.735;0.538;0.575;0.012;20;0.865;0.632;0.677;0.012;17
MyFeatureModel;0.600;0.536;0.549;0.017;20;0.800;0.714;0.732;0.017;15
Mobile Game;0.958;0.862;0.895;0.132;20;0.958;0.862;0.895;0.132;20
SAL;0.359;0.242;0.279;0.012;20;0.653;0.439;0.508;0.012;11
