CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
IBk;1.000;1.000;1.000;0.021;250;1.000;1.000;1.000;0.021;250
PART;0.713;0.640;0.655;0.021;250;0.938;0.842;0.862;0.026;190
NaiveBayesUpdateable;0.321;0.152;0.183;0.021;250;0.845;0.400;0.480;0.043;95
JRip;0.756;0.684;0.687;0.021;250;0.921;0.834;0.838;0.025;205


VALIDITY RATIO;(F)
min;0.000122
avg;0.021262
max;0.131836

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Random[1.0];0.697;0.619;0.631;0.021;1000;0.942;0.837;0.853;0.026;740

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
CCCMS;1.000;1.000;1.000;0.059;20;1.000;1.000;1.000;0.059;20
Phone sple;0.672;0.750;0.708;0.026;20;0.896;1.000;0.944;0.026;15
UPL;0.719;0.639;0.675;0.009;20;0.958;0.852;0.900;0.009;15
SmartHome_vConejero_r1;0.750;0.750;0.750;0.001;20;1.000;1.000;1.000;0.001;15
Test;0.250;0.250;0.250;0.003;20;1.000;1.000;1.000;0.003;5
mon model;0.438;0.281;0.304;0.006;20;0.875;0.563;0.607;0.006;10
Veículo;0.500;0.375;0.417;0.010;20;1.000;0.750;0.833;0.010;10
CFDP Library;0.994;0.817;0.855;0.058;40;0.994;0.817;0.855;0.058;40
ordem;1.000;0.768;0.783;0.027;20;1.000;0.768;0.783;0.027;20
Text Editor;0.750;0.568;0.621;0.003;20;1.000;0.758;0.829;0.003;15
KIModel;0.750;0.750;0.750;0.001;20;1.000;1.000;1.000;0.001;15
test_fm;0.750;0.750;0.750;0.002;20;1.000;1.000;1.000;0.002;15
AvionFEatures;0.579;0.708;0.630;0.012;20;0.771;0.944;0.840;0.012;15
CIMS PL;0.250;0.250;0.250;0.001;20;1.000;1.000;1.000;0.001;5
VODPlayer;0.625;0.417;0.475;0.047;20;0.625;0.417;0.475;0.047;20
UML-IDE-TOOL;1.000;1.000;1.000;0.094;20;1.000;1.000;1.000;0.094;20
desordem;0.983;0.768;0.775;0.027;20;0.983;0.768;0.775;0.027;20
RE;1.000;0.833;0.875;0.012;20;1.000;0.833;0.875;0.012;20
Linha de produtos - SimulES e PnP;0.659;0.457;0.523;0.009;20;0.879;0.609;0.697;0.009;15
Car PL;0.690;0.455;0.478;0.005;20;0.921;0.606;0.637;0.005;15
MyFM;0.500;0.276;0.298;0.019;20;1.000;0.553;0.595;0.019;10
Aircraft PL;0.750;0.358;0.420;0.038;20;0.750;0.358;0.420;0.038;20
MyFeatureModel;0.682;0.636;0.637;0.017;20;0.910;0.848;0.849;0.017;15
Mobile Game;0.969;0.889;0.916;0.132;20;0.969;0.889;0.916;0.132;20
Mobile Phone, until relase 5;0.750;0.750;0.750;0.001;20;1.000;1.000;1.000;0.001;15
SAL;0.250;0.250;0.250;0.012;20;1.000;1.000;1.000;0.012;5
Doorlopende reisverzekering;1.000;1.000;1.000;0.016;20;1.000;1.000;1.000;0.016;20
WB2;0.768;0.635;0.660;0.049;20;0.768;0.635;0.660;0.049;20
VOD feature model;0.750;0.750;0.750;0.016;20;1.000;1.000;1.000;0.016;15
WB;0.869;0.763;0.775;0.039;20;0.869;0.763;0.775;0.039;20
FM1;0.250;0.250;0.250;0.000;20;1.000;1.000;1.000;0.000;5
Dummy Car;0.250;0.250;0.250;0.002;20;1.000;1.000;1.000;0.002;5
Asghar;0.715;0.617;0.645;0.016;20;0.954;0.823;0.859;0.016;15
Adams Car;0.469;0.500;0.483;0.007;20;0.938;1.000;0.967;0.007;10
Phone;1.000;0.804;0.848;0.045;20;1.000;0.804;0.848;0.045;20
Carro Model;0.458;0.333;0.369;0.002;20;0.917;0.667;0.738;0.002;10
MiniTV;1.000;0.960;0.978;0.015;20;1.000;0.960;0.978;0.015;20
IntelligentTutoringSystem;1.000;0.798;0.830;0.021;20;1.000;0.798;0.830;0.021;20
IDE4OCL;0.750;0.750;0.750;0.004;20;1.000;1.000;1.000;0.004;15
ETRobocon;0.984;1.000;0.992;0.059;20;0.984;1.000;0.992;0.059;20
Parking lot Manager;0.250;0.250;0.250;0.002;20;1.000;1.000;1.000;0.002;5
G10-music player;0.992;0.778;0.796;0.008;20;0.992;0.778;0.796;0.008;20
Tata Cars;0.500;0.375;0.417;0.003;20;1.000;0.750;0.833;0.003;10
E-portal;0.667;0.750;0.700;0.008;20;0.889;1.000;0.933;0.008;15
carpl;0.500;0.500;0.500;0.002;20;1.000;1.000;1.000;0.002;10
CTOS MODEL;0.604;0.639;0.619;0.001;20;0.805;0.852;0.826;0.001;15
Ökonomische Merkmale;0.876;0.823;0.808;0.023;20;0.876;0.823;0.808;0.023;20
ELPS - ISE;0.483;0.500;0.491;0.028;20;0.966;1.000;0.982;0.028;10
Eshop-ufrj;0.479;0.365;0.403;0.012;20;0.958;0.729;0.806;0.012;10
