CLASSIFIER;SAMPLING;MODEL;TP;FP;FN;TN;PRECISION;RECALL;F-SCORE
SVM_RBF[5.0];Combinatorial[0];CFDP Library;640;0;0;15744;1.000;1.000;1.000
SVM_Poly[3,2.0,0.5];Combinatorial[0];CFDP Library;640;0;0;15744;1.000;1.000;1.000
RandomForest;Combinatorial[0];CFDP Library;640;0;0;15744;1.000;1.000;1.000
SVM_Puk[1.0, 0.1];Combinatorial[0];CFDP Library;640;0;0;15744;1.000;1.000;1.000
RandomCommittee;Combinatorial[0];CFDP Library;640;0;0;15744;1.000;1.000;1.000
REPTree;Combinatorial[0];CFDP Library;636;0;4;15744;1.000;0.994;0.997
LogisticModelTree;Combinatorial[0];CFDP Library;640;0;0;15744;1.000;1.000;1.000
MultilayerPerceptron[a];Combinatorial[0];CFDP Library;638;0;2;15744;1.000;0.997;0.998
J48;Combinatorial[0];CFDP Library;636;0;4;15744;1.000;0.994;0.997
NaiveBayesUpdateable;Combinatorial[0];CFDP Library;136;0;504;15744;1.000;0.213;0.351
HoeffdingTree;Combinatorial[0];CFDP Library;254;8;386;15736;0.969;0.397;0.563
StochasticGradientDescend;Combinatorial[0];CFDP Library;333;558;307;15186;0.374;0.520;0.435
SVM_RBF[5.0];Combinatorial[0];WB2;804;0;0;15580;1.000;1.000;1.000
SVM_Poly[3,2.0,0.5];Combinatorial[0];WB2;804;0;0;15580;1.000;1.000;1.000
RandomForest;Combinatorial[0];WB2;804;0;0;15580;1.000;1.000;1.000
SVM_Puk[1.0, 0.1];Combinatorial[0];WB2;804;0;0;15580;1.000;1.000;1.000
RandomCommittee;Combinatorial[0];WB2;804;0;0;15580;1.000;1.000;1.000
REPTree;Combinatorial[0];WB2;768;20;36;15560;0.975;0.955;0.965
LogisticModelTree;Combinatorial[0];WB2;724;80;80;15500;0.900;0.900;0.900
MultilayerPerceptron[a];Combinatorial[0];WB2;800;0;4;15580;1.000;0.995;0.998
J48;Combinatorial[0];WB2;640;0;164;15580;1.000;0.796;0.886
NaiveBayesUpdateable;Combinatorial[0];WB2;72;88;732;15492;0.450;0.090;0.149
HoeffdingTree;Combinatorial[0];WB2;400;160;404;15420;0.714;0.498;0.587
StochasticGradientDescend;Combinatorial[0];WB2;430;874;374;14706;0.330;0.535;0.408
SVM_RBF[5.0];Combinatorial[0];Parking lot Manager;34;0;0;16350;1.000;1.000;1.000
SVM_Poly[3,2.0,0.5];Combinatorial[0];Parking lot Manager;34;0;0;16350;1.000;1.000;1.000
RandomForest;Combinatorial[0];Parking lot Manager;34;0;0;16350;1.000;1.000;1.000
SVM_Puk[1.0, 0.1];Combinatorial[0];Parking lot Manager;34;0;0;16350;1.000;1.000;1.000
RandomCommittee;Combinatorial[0];Parking lot Manager;10;8;24;16342;0.556;0.294;0.385
REPTree;Combinatorial[0];Parking lot Manager;6;2;28;16348;0.750;0.176;0.286
LogisticModelTree;Combinatorial[0];Parking lot Manager;0;0;34;16350;NaN;0.000;NaN
MultilayerPerceptron[a];Combinatorial[0];Parking lot Manager;32;0;2;16350;1.000;0.941;0.970
J48;Combinatorial[0];Parking lot Manager;0;0;34;16350;NaN;0.000;NaN
NaiveBayesUpdateable;Combinatorial[0];Parking lot Manager;0;0;34;16350;NaN;0.000;NaN
HoeffdingTree;Combinatorial[0];Parking lot Manager;0;0;34;16350;NaN;0.000;NaN
StochasticGradientDescend;Combinatorial[0];Parking lot Manager;0;0;34;16350;NaN;0.000;NaN
SVM_RBF[5.0];Combinatorial[0];Test;64;0;0;16320;1.000;1.000;1.000
SVM_Poly[3,2.0,0.5];Combinatorial[0];Test;64;0;0;16320;1.000;1.000;1.000
RandomForest;Combinatorial[0];Test;64;0;0;16320;1.000;1.000;1.000
SVM_Puk[1.0, 0.1];Combinatorial[0];Test;64;0;0;16320;1.000;1.000;1.000
RandomCommittee;Combinatorial[0];Test;16;0;48;16320;1.000;0.250;0.400
REPTree;Combinatorial[0];Test;40;12;24;16308;0.769;0.625;0.690
