CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
PART;0.329;0.300;0.309;0.001;363;0.988;0.899;0.926;0.002;121
JRip;0.776;0.490;0.533;0.001;363;0.985;0.622;0.677;0.002;286
Logistic;0.307;0.192;0.216;0.001;363;0.907;0.566;0.637;0.002;123


VALIDITY RATIO;(F)
min;0.000046
avg;0.001454
max;0.011627

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Combinatorial[0];0.471;0.327;0.352;0.001;1089;0.968;0.672;0.724;0.002;530

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Mobile Media;0.000;0.000;0.000;0.001;33;0.000;0.000;0.000;0.000;0
GuideAgent;0.929;0.848;0.879;0.000;33;0.929;0.848;0.879;0.000;33
Mobile Phone Product Line;0.333;0.024;0.044;0.001;33;1.000;0.071;0.133;0.001;11
SIGA-lctf-fta;0.975;0.912;0.939;0.001;33;0.975;0.912;0.939;0.001;33
Mobile_Media_Gabriela;0.333;0.333;0.333;0.000;33;1.000;1.000;1.000;0.000;11
AudioPlayer;0.621;0.444;0.492;0.001;33;0.932;0.667;0.738;0.001;22
Mobile Media until relase 7;1.000;1.000;1.000;0.001;33;1.000;1.000;1.000;0.001;33
SysML Model;0.000;0.000;0.000;0.000;33;0.000;0.000;0.000;0.000;0
PPU;0.000;0.000;0.000;0.000;33;0.000;0.000;0.000;0.000;0
Willian Oizumi - Mobile Media;0.913;0.463;0.543;0.001;33;0.913;0.463;0.543;0.001;33
celular;0.333;0.222;0.267;0.000;33;1.000;0.667;0.800;0.000;11
Mobile Media Adriano Lages;0.328;0.168;0.222;0.003;33;0.983;0.505;0.667;0.003;11
MISO Uniandes 201411102;1.000;0.689;0.708;0.001;33;1.000;0.689;0.708;0.001;33
Gsist;0.624;0.286;0.387;0.001;33;0.936;0.429;0.580;0.001;22
Mobile  Model;0.000;0.000;0.000;0.001;33;0.000;0.000;0.000;0.000;0
Modelo de Celulares;0.333;0.044;0.078;0.000;33;1.000;0.133;0.235;0.000;11
SMS a Cobrar / Resposta paga;0.333;0.333;0.333;0.001;33;1.000;1.000;1.000;0.001;11
Graph Product Line;0.641;0.304;0.399;0.001;33;0.962;0.456;0.598;0.001;22
MobileMedia_Gustavo;0.333;0.006;0.012;0.003;33;1.000;0.019;0.037;0.003;11
LscSpecSemantics;0.000;0.000;0.000;0.000;33;0.000;0.000;0.000;0.000;0
MobileMedia_BrunoAquino;0.328;0.168;0.222;0.003;33;0.983;0.505;0.667;0.003;11
Small Graph Product Line;0.333;0.017;0.033;0.002;33;1.000;0.052;0.099;0.002;11
MobiLine;1.000;1.000;1.000;0.001;33;1.000;1.000;1.000;0.001;33
DiegoMobileMedia;0.333;0.137;0.194;0.003;33;0.999;0.410;0.581;0.003;11
Monitor_Engine_System;0.572;0.381;0.402;0.000;33;0.858;0.571;0.604;0.000;22
Urna-EMF;0.321;0.111;0.165;0.000;33;0.815;0.282;0.419;0.000;13
Hastane Randevu Sistemi;0.000;0.000;0.000;0.002;33;0.000;0.000;0.000;0.000;0
BuurtPensioen;0.962;0.942;0.950;0.012;33;0.962;0.942;0.950;0.012;33
Master;0.333;0.032;0.058;0.002;33;1.000;0.095;0.174;0.002;11
variabilidad;1.000;1.000;1.000;0.000;33;1.000;1.000;1.000;0.000;33
daniel souza;0.327;0.259;0.289;0.003;33;0.981;0.776;0.867;0.003;11
Basic Text Editor;0.667;0.667;0.667;0.001;33;1.000;1.000;1.000;0.001;22
SmartPhone Device;0.333;0.007;0.014;0.001;33;1.000;0.021;0.041;0.001;11
