CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
PART;0.327;0.300;0.308;0.001;363;0.982;0.899;0.923;0.002;121
JRip;0.774;0.490;0.532;0.001;363;0.982;0.622;0.676;0.002;286
Logistic;0.288;0.192;0.211;0.001;363;0.844;0.562;0.618;0.002;124


VALIDITY RATIO;(F)
min;0.000046
avg;0.001454
max;0.011627

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Combinatorial[0];0.463;0.327;0.350;0.001;1089;0.950;0.671;0.719;0.002;531

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Mobile Media;0.000;0.000;0.000;0.001;33;0.000;0.000;0.000;0.000;0
GuideAgent;0.881;0.848;0.857;0.000;33;0.881;0.848;0.857;0.000;33
Mobile Phone Product Line;0.333;0.024;0.044;0.001;33;1.000;0.071;0.133;0.001;11
SIGA-lctf-fta;0.969;0.912;0.936;0.001;33;0.969;0.912;0.936;0.001;33
Mobile_Media_Gabriela;0.333;0.333;0.333;0.000;33;1.000;1.000;1.000;0.000;11
AudioPlayer;0.611;0.444;0.489;0.001;33;0.917;0.667;0.734;0.001;22
Mobile Media until relase 7;1.000;1.000;1.000;0.001;33;1.000;1.000;1.000;0.001;33
SysML Model;0.000;0.000;0.000;0.000;33;0.000;0.000;0.000;0.000;0
PPU;0.000;0.000;0.000;0.000;33;0.000;0.000;0.000;0.000;0
Willian Oizumi - Mobile Media;0.861;0.463;0.539;0.001;33;0.861;0.463;0.539;0.001;33
celular;0.333;0.222;0.267;0.000;33;1.000;0.667;0.800;0.000;11
Mobile Media Adriano Lages;0.327;0.168;0.222;0.003;33;0.980;0.505;0.666;0.003;11
MISO Uniandes 201411102;1.000;0.689;0.708;0.001;33;1.000;0.689;0.708;0.001;33
Gsist;0.518;0.286;0.365;0.001;33;0.777;0.429;0.548;0.001;22
Mobile  Model;0.000;0.000;0.000;0.001;33;0.000;0.000;0.000;0.000;0
Modelo de Celulares;0.333;0.044;0.078;0.000;33;1.000;0.133;0.235;0.000;11
SMS a Cobrar / Resposta paga;0.333;0.333;0.333;0.001;33;1.000;1.000;1.000;0.001;11
Graph Product Line;0.625;0.304;0.397;0.001;33;0.938;0.456;0.596;0.001;22
MobileMedia_Gustavo;0.333;0.006;0.012;0.003;33;1.000;0.019;0.037;0.003;11
LscSpecSemantics;0.000;0.000;0.000;0.000;33;0.000;0.000;0.000;0.000;0
MobileMedia_BrunoAquino;0.329;0.168;0.223;0.003;33;0.987;0.505;0.668;0.003;11
Small Graph Product Line;0.333;0.017;0.033;0.002;33;1.000;0.052;0.099;0.002;11
MobiLine;1.000;1.000;1.000;0.001;33;1.000;1.000;1.000;0.001;33
DiegoMobileMedia;0.332;0.137;0.194;0.003;33;0.997;0.410;0.581;0.003;11
Monitor_Engine_System;0.591;0.381;0.405;0.000;33;0.886;0.571;0.608;0.000;22
Urna-EMF;0.315;0.111;0.164;0.000;33;0.743;0.262;0.387;0.000;14
Hastane Randevu Sistemi;0.000;0.000;0.000;0.002;33;0.000;0.000;0.000;0.000;0
BuurtPensioen;0.929;0.942;0.934;0.012;33;0.929;0.942;0.934;0.012;33
Master;0.333;0.032;0.058;0.002;33;1.000;0.095;0.174;0.002;11
variabilidad;1.000;1.000;1.000;0.000;33;1.000;1.000;1.000;0.000;33
daniel souza;0.328;0.259;0.289;0.003;33;0.984;0.776;0.868;0.003;11
Basic Text Editor;0.667;0.667;0.667;0.001;33;1.000;1.000;1.000;0.001;22
SmartPhone Device;0.333;0.007;0.014;0.001;33;1.000;0.021;0.041;0.001;11
