CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
PART;0.419;0.416;0.417;0.009;253;0.964;0.958;0.959;0.014;110
JRip;0.625;0.573;0.591;0.009;253;0.958;0.879;0.906;0.013;165
Logistic;0.532;0.400;0.431;0.009;253;0.941;0.707;0.763;0.012;143


VALIDITY RATIO;(F)
min;0.000488
avg;0.009447
max;0.042969

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Combinatorial[0];0.525;0.463;0.480;0.009;759;0.954;0.841;0.871;0.013;418

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Disenio;0.333;0.167;0.222;0.004;33;1.000;0.500;0.667;0.004;11
CIMS PL;0.333;0.333;0.333;0.001;33;1.000;1.000;1.000;0.001;11
Rotation1;1.000;0.867;0.917;0.005;33;1.000;0.867;0.917;0.005;33
ZMUConcernExample;0.905;0.875;0.889;0.004;33;0.905;0.875;0.889;0.004;33
collapse_view_example;0.307;0.269;0.287;0.015;33;0.922;0.806;0.860;0.015;11
Phone sple;0.924;0.716;0.712;0.026;33;0.924;0.716;0.712;0.026;33
Mobile Media v3;1.000;1.000;1.000;0.001;33;1.000;1.000;1.000;0.001;33
drupal sawsen;1.000;1.000;1.000;0.008;33;1.000;1.000;1.000;0.008;33
Basic Car;0.924;0.979;0.948;0.008;33;0.924;0.979;0.948;0.008;33
SmartHome_vConejero_r1;1.000;1.000;1.000;0.001;33;1.000;1.000;1.000;0.001;33
Sylvain Example;0.802;0.500;0.596;0.005;33;0.802;0.500;0.596;0.005;33
27-5-207 test;0.580;0.455;0.489;0.021;33;0.871;0.682;0.733;0.021;22
LXEP;0.000;0.000;0.000;0.002;33;0.000;0.000;0.000;0.000;0
Test;0.000;0.000;0.000;0.003;33;0.000;0.000;0.000;0.000;0
HandlingSystem;0.333;0.333;0.333;0.000;33;1.000;1.000;1.000;0.000;11
Modelo;0.333;0.167;0.222;0.004;33;1.000;0.500;0.667;0.004;11
Xor Example;0.333;0.333;0.333;0.020;33;1.000;1.000;1.000;0.020;11
Implementacion;0.000;0.000;0.000;0.003;33;0.000;0.000;0.000;0.000;0
Xor Example 2;1.000;0.778;0.833;0.035;33;1.000;0.778;0.833;0.035;33
Observatorio;0.000;0.000;0.000;0.004;33;0.000;0.000;0.000;0.000;0
CarExample;0.000;0.000;0.000;0.001;33;0.000;0.000;0.000;0.000;0
XOR NEW;0.973;0.879;0.917;0.043;33;0.973;0.879;0.917;0.043;33
Eval_board;0.000;0.000;0.000;0.002;33;0.000;0.000;0.000;0.000;0
