CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
LWL;0.000;0.000;0.000;0.002;22;0.000;0.000;0.000;0.000;0
SVM_RBF[5.0];0.500;0.500;0.500;0.002;22;0.846;0.846;0.846;0.003;13
IBk;1.000;1.000;1.000;0.002;22;1.000;1.000;1.000;0.002;22
KStar;0.000;0.000;0.000;0.002;22;0.000;0.000;0.000;0.000;0
SVM_Puk[1.0, 0.1];1.000;1.000;1.000;0.002;22;1.000;1.000;1.000;0.002;22


VALIDITY RATIO;(F)
min;0.000977
avg;0.002197
max;0.003418

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Combinatorial[0];0.500;0.500;0.500;0.002;110;0.965;0.965;0.965;0.002;57

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
SmartHome_vConejero_r1;0.400;0.400;0.400;0.001;55;0.917;0.917;0.917;0.001;24
Test;0.600;0.600;0.600;0.003;55;1.000;1.000;1.000;0.003;33
