CLASSIFIER;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
PART;0.426;0.416;0.420;0.009;253;0.981;0.958;0.967;0.014;110
JRip;0.639;0.573;0.596;0.009;253;0.980;0.879;0.914;0.013;165
Logistic;0.546;0.400;0.435;0.009;253;0.965;0.707;0.770;0.012;143


VALIDITY RATIO;(F)
min;0.000488
avg;0.009447
max;0.042969

GENERATOR;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Combinatorial[0];0.537;0.463;0.484;0.009;759;0.975;0.841;0.878;0.013;418

MODEL;PRECISION;RECALL;F-SCORE;VALID_RATIO;COUNT;PRECISION(F);RECALL(F);F-SCORE(F);VALID_RATIO(F);COUNT(F)
Disenio;0.333;0.167;0.222;0.004;33;1.000;0.500;0.667;0.004;11
CIMS PL;0.333;0.333;0.333;0.001;33;1.000;1.000;1.000;0.001;11
Rotation1;1.000;0.867;0.917;0.005;33;1.000;0.867;0.917;0.005;33
ZMUConcernExample;0.932;0.875;0.902;0.004;33;0.932;0.875;0.902;0.004;33
collapse_view_example;0.314;0.269;0.289;0.015;33;0.942;0.806;0.868;0.015;11
Phone sple;0.957;0.716;0.729;0.026;33;0.957;0.716;0.729;0.026;33
Mobile Media v3;1.000;1.000;1.000;0.001;33;1.000;1.000;1.000;0.001;33
drupal sawsen;1.000;1.000;1.000;0.008;33;1.000;1.000;1.000;0.008;33
Basic Car;0.941;0.979;0.957;0.008;33;0.941;0.979;0.957;0.008;33
SmartHome_vConejero_r1;1.000;1.000;1.000;0.001;33;1.000;1.000;1.000;0.001;33
Sylvain Example;0.907;0.500;0.627;0.005;33;0.907;0.500;0.627;0.005;33
27-5-207 test;0.645;0.455;0.504;0.021;33;0.967;0.682;0.757;0.021;22
LXEP;0.000;0.000;0.000;0.002;33;0.000;0.000;0.000;0.000;0
Test;0.000;0.000;0.000;0.003;33;0.000;0.000;0.000;0.000;0
HandlingSystem;0.333;0.333;0.333;0.000;33;1.000;1.000;1.000;0.000;11
Modelo;0.333;0.167;0.222;0.004;33;1.000;0.500;0.667;0.004;11
Xor Example;0.333;0.333;0.333;0.020;33;1.000;1.000;1.000;0.020;11
Implementacion;0.000;0.000;0.000;0.003;33;0.000;0.000;0.000;0.000;0
Xor Example 2;1.000;0.778;0.833;0.035;33;1.000;0.778;0.833;0.035;33
Observatorio;0.000;0.000;0.000;0.004;33;0.000;0.000;0.000;0.000;0
CarExample;0.000;0.000;0.000;0.001;33;0.000;0.000;0.000;0.000;0
XOR NEW;0.989;0.879;0.922;0.043;33;0.989;0.879;0.922;0.043;33
Eval_board;0.000;0.000;0.000;0.002;33;0.000;0.000;0.000;0.000;0
